"Year","Chamber","distcyc","Democrat","Republican","dem_rid","dem_fec_cand_id","dem_fec_comm_id","rep_rid","rep_fec_cand_id","rep_fec_comm_id","dem_vote_share","dem_pres_vs","dem_diff","incumbency_status","dem_composite","rep_composite","dem_cces_voter_perceptions","rep_cces_voter_perceptions","dem_cfscore","rep_cfscore","dem_dwdime","rep_dwdime","dem_dwnom","rep_dwnom","dem_contrib_cfscore","rep_contrib_cfscore","dem_contrib_dwnom","rep_contrib_dwnom","dem_hall_snyder","rep_hall_snyder","dem_ggum","rep_ggum","dem_shor_mcarty_state_leg","rep_shor_mcarty_state_leg","dem_bailey_bridge","rep_bailey_bridge","dem_web_text_score","rep_web_text_score","dem_meisels_text_score","rep_meisels_text_score","dem_twitter_score","rep_twitter_score","dem_pac_mod_nyt","rep_pac_mod_nyt","dem_pac_mod_nyt_24","rep_pac_mod_nyt_24","dem_pac_prog_nyt","dem_pac_prog_nyt_24","dem_tenure","rep_tenure","turnout_rate_dem","turnout_rate_rep","turnout_rate_ind","dem_total_receipts","rep_total_receipts","dem_total_pac_contribs","dem_total_indiv_unitemized","dem_total_indiv_contrib","dem_total_contribs_from_self","dem_total_disbursements","dem_cand_gender","rep_total_receipts.1","rep_total_pac_contribs","rep_total_indiv_unitemized","rep_total_indiv_contrib","rep_total_contribs_from_self","rep_total_disbursements","rep_cand_gender","split_ticket_war","GEM_WAR","nyt_mod"
2024,"House","2024_OH_10","Amy Cox","Mike Turner","cand195151","H4OH10183","C00852277","cand908","H2OH03067","C00373001",0.405,0.475,-0.069807552747475,"Rep Incumbent",-2.997,2.04,NA,1.042,-1.087,0.612,-1.052,0.715,NA,0.521,-1.094,0.646,NA,0.644,-0.944,0.537,NA,0.554,NA,NA,NA,0.618,NA,0.437,-0.216,-0.325,NA,0.913,"nonmod","mod","nonmod","mod","nonprog","nonprog",0,10,0.729099729099729,0.908695141332377,0.573193081385892,205053.9,1252813.43,34300,118057.17,45031.5,1144,205053.9,"F",1252813.43,575250,8135.84,642844.41,0,1393257.1,"M",4.35,-0.0570656,"nonmod"
2024,"House","2024_OH_11","Shontel Brown","Alan Rapoport","cand155906","H2OH11169","C00764381","cand219499","H4OH11108","C00849182",0.8,0.778,0.0217544172222219,"Dem Incumbent",-3.872,3.545,-1.323,NA,-0.363,0.97,-1.205,NA,-1.229,NA,NA,NA,NA,NA,-0.693,1.164,NA,NA,NA,NA,NA,NA,-1.338,NA,-1.66,0.627,NA,NA,"mod","nonmod","mod","nonmod","nonprog","nonprog",1,0,0.629552128679997,0.876727823469642,0.469808402282245,1418292.05,84766.11,763802.85,64412.73,503617.93,0,926301.07,"F",84766.11,1000,4132.46,28474.44,35324.46,84766.12,"M",-2.05,0.0142315,"nonmod"
2024,"House","2024_OH_12","Jerrad Christian","Troy Balderson","cand219501","H4OH12080","C00851956","cand143226","H8OH12180","C00662650",0.315,0.333,-0.018389147333333,"Rep Incumbent",-3.352,3.753,NA,1.195,-1.113,0.697,-1.106,1.1,NA,0.994,NA,0.742,NA,1.016,-1.187,0.764,NA,1.129,NA,1.028,NA,0.816,NA,2.076,-0.4,1.264,NA,0.662,"nonmod","mod","nonmod","mod","nonprog","nonprog",0,7,0.838393335652566,0.918195849768479,0.581803421116349,2023845.42,2127294.14,58500.02,565984.92,1372353.72,640,2008564.02,"M",2127294.14,1178380,34285.36,910016.9,0,1524661.06,"M",0.45,-0.00685531,"nonmod"
2024,"House","2024_OH_13","Emilia Sykes","Kevin Coughlin","cand157321","H2OH13264","C00801274","cand104986","H4OH13153","C00853077",0.511,0.5,0.010821491463569,"Dem Incumbent",-3.738,2.991,-1.258,NA,-0.983,0.848,-0.832,0.99,-0.895,NA,-0.968,NA,-0.765,NA,-1.036,0.995,NA,NA,-1.479,0.889,NA,NA,NA,NA,NA,0.738,NA,NA,"mod","mod","mod","mod","nonprog","nonprog",3,13,0.773385822693015,0.921513607758738,0.587294007733631,5332291.25,1622762.24,1448543.48,715743.65,2641898.7,0,5260289.76,"F",1622762.24,403278.09,45664.06,732147.99,13300,1570747.69,"M",-0.3,0.003605505,"mod"
2024,"House","2024_OH_14","Brian Kenderes","David Joyce","cand212595","H2OH07266","H2OH07266","cand121656","H2OH14064","C00527457",0.366,0.41,-0.044,"Rep Incumbent",NA,2.604,NA,0.948,NA,0.508,NA,0.632,NA,0.484,NA,0.641,NA,0.745,NA,0.394,NA,0.532,NA,NA,NA,0.516,NA,NA,NA,1.219,NA,0.743,"nonmod","mod","nonmod","mod","nonprog","nonprog",0,5,0.840343866659656,0.925665657002741,0.590398906040235,0,2505522.54,0,0,0,0,0,"M",2505522.54,1580973.02,32423.07,730676.41,0,1592569.26,"M",2.15,-0.0234923,"nonmod"
2024,"House","2024_OH_15","Adam Miller","Mike Carey","cand195333","H4OH15083","C00856823","cand56112","H2OH15228","C00779603",0.435,0.455,-0.019142333545455,"Rep Incumbent",-3.208,3.473,NA,1.184,-0.856,0.871,-0.751,1.082,NA,0.865,NA,0.822,NA,0.981,-0.772,0.863,NA,NA,-1.132,NA,NA,NA,NA,0.999,-1.077,1.143,NA,NA,"nonmod","mod","nonmod","mod","nonprog","nonprog",3,1,0.77095479724916,0.913527701395924,0.57269933087507,476225.28,2699201.24,142550.01,53887.79,113266,0,472611.65,"M",2699201.24,1563750,80421.32,837706.07,0,2616523.08,"M",-0.65,-0.008723145,"nonmod"
2024,"House","2024_OK_01","Dennis Baker","Kevin Hern","cand216182","H4OK01107","C00838938","cand140697","H8OK01157","C00636092",0.364,0.388,-0.024120883040816,"Rep Incumbent",-3.584,4.564,NA,0.619,-1.092,0.973,-1.059,1.675,NA,1.532,NA,0.949,NA,1.466,-1.001,1.14,NA,1.505,NA,NA,NA,1.199,NA,1.885,NA,0.815,NA,1.185,"nonmod","mod","nonmod","nonmod","nonprog","nonprog",0,2,0.686541560117678,0.756089387906086,0.512414624347127,376398.01,2709539.4,188.18,199601.46,163012.08,3392.87,208545.15,"M",2709539.4,1520963.93,36443.45,663456.44,0,2253473.86,"M",-0.25,0.002881405,"nonmod"
2024,"House","2024_OK_02","Brandon Wade","Josh Brecheen","cand216184","H4OK02196","C00846857","cand97100","H2OK02315","C00812974",0.224,0.214,0.00997836871428601,"Rep Incumbent",-3.564,5.329,NA,1.154,-1.09,1.066,NA,1.951,NA,1.956,NA,1.109,NA,2.068,-1.196,1.325,NA,NA,NA,1.318,NA,NA,NA,1.756,NA,1.54,NA,NA,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",0,6,0.646213206564209,0.751985253456221,0.435487194405052,12959.33,335485.47,0,7165,5002.41,791.92,10535.78,"M",335485.47,94500,12860.42,224791,0,338628.65,"M",-2.45,0.006224425,"nonmod"
2024,"House","2024_OK_04","Mary Brannon","Tom Cole","cand145891","H8OK04094","C00678060","cand910","H2OK04055","C00379735",0.302,0.327,-0.024227426244898,"Rep Incumbent",-2.916,3.505,-0.623,1.266,-1.226,0.647,-0.947,0.894,NA,0.66,-1.136,0.818,NA,1.093,-1.074,0.699,NA,0.689,NA,NA,NA,0.953,-0.049,1.719,-0.302,NA,NA,0.775,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",0,10,0.672566516176963,0.745807467215092,0.46632400767392,0,5588752.02,0,0,0,0,0,"F",5588752.02,2496759.51,227840.32,2753247.66,0,5023393.52,"M",0.2,-0.005777905,"nonmod"
2024,"House","2024_OK_05","Madison Horn","Stephanie Bice","cand219527","H4OK05199","C00792184","cand148379","H0OK05205","C00703843",0.393,0.408,-0.015096184306122,"Rep Incumbent",-3.057,2.934,NA,1.095,-0.978,1.012,-0.873,1.11,NA,0.877,NA,0.846,NA,NA,-0.758,1.084,NA,NA,NA,NA,NA,NA,NA,0.929,NA,-0.327,NA,NA,"nonmod","mod","nonmod","mod","nonprog","nonprog",0,4,0.693979066879546,0.764387677203812,0.524034658303009,591403.83,2112846.41,7419.17,187509,375133.1,19539.37,575447.17,"U",2112846.41,905100.01,115186.04,795706.31,0,1648511.94,"F",-1.3,0.006191025,"nonmod"
2024,"House","2024_OR_01","Suzanne Bonamici","Bob Todd","cand44313","H2OR01133","C00500421","cand219531","H4OR01147","H4OR01147",0.709,0.698,0.011,"Dem Incumbent",-4.219,NA,-1.352,NA,-0.94,NA,-1.068,NA,-1.098,NA,NA,NA,NA,NA,-0.965,NA,-1.447,NA,-1.909,NA,-1.54,NA,-1.192,NA,-1.222,NA,-0.823,NA,"mod","nonmod","nonmod","nonmod","nonprog","nonprog",8,0,0.795277421804547,0.800678644935195,0.529391930755713,936780.9,0,526600.01,59521.33,349135,0,1016577.72,"F",0,0,0,0,0,0,"M",-1.25,0.005288015,"prog"
2024,"House","2024_OR_02","Dan Ruby","Cliff Bentz","cand219533","H4OR02236","C00872739","cand153562","H0OR02127","C00725465",0.339,0.361,-0.021536401268041,"Rep Incumbent",-4.192,2.873,NA,1.125,-1.135,0.672,-1.095,1.087,NA,1.04,NA,0.658,NA,1.047,-1.132,0.458,NA,NA,NA,0.759,NA,NA,NA,0.561,-1.673,0.434,NA,NA,"nonmod","mod","nonmod","mod","nonprog","nonprog",0,8,0.763740821801751,0.824472367442192,0.454215172060893,28220.71,1133834.48,250,14396.6,6950,80,26507,"M",1133834.48,566551.79,65275.32,496890.84,3300,749404.44,"M",1.05,-0.002481875,"nonmod"
2024,"House","2024_OR_03","Maxine Dexter","Joanna Harbour","cand196610","H4OR03192","C00859108","cand153580","H0OR03174","C00743203",0.729,0.74,-0.011004963333333,"Open Seat",-4.026,2.912,NA,0.748,-0.424,1.284,-1.068,NA,-1.568,NA,-0.785,1.299,-1.054,NA,-0.658,0.741,NA,NA,NA,NA,NA,NA,NA,NA,-1.648,-0.035,NA,NA,"mod","nonmod","nonmod","nonmod","nonprog","nonprog",1,0,0.765303312412401,0.743887855434494,0.467660853779746,1818244.55,40679.08,267630.81,93409.51,1437568.85,6283.83,1795758.18,"F",40679.08,10000,10909.08,19750,0,37940.74,"F",0,0.0165364,"nonmod"
2024,"House","2024_OR_04","Val Hoyle","Monique DeSpain","cand196685","H2OR04095","C00796144","cand219547","H4OR04125","C00856401",0.541,0.562,-0.021880831,"Dem Incumbent",-3.772,2.683,-1.341,NA,-0.894,0.951,-0.718,0.862,-0.661,NA,-0.937,NA,-0.867,NA,-0.895,0.769,NA,NA,-1.227,NA,NA,NA,-1.348,NA,-1.693,0.46,NA,NA,"mod","nonmod","mod","nonmod","nonprog","nonprog",7,0,0.813749467730841,0.822784178050433,0.511906246103977,2665016.82,908908.33,1174684.99,242101.54,1159435.89,0,2615674.91,"F",908908.33,187348,60733.59,601813.8,0,905643.68,"F",3.15,-0.0141264,"mod"
2024,"House","2024_OR_05","Janelle Bynum","Lori Chavez-DeRemer","cand219551","H4OR05304","C00843425","cand157221","H2OR05209","C00784520",0.515,0.546,-0.031,"Rep Incumbent",-3.321,2.871,NA,1.072,-1.066,0.88,-0.814,0.573,-0.683,0.28,NA,0.895,NA,0.471,-1.014,0.824,NA,NA,-1.099,NA,NA,NA,NA,1.302,-1.409,1.2,NA,NA,"mod","mod","mod","mod","nonprog","nonprog",3,0,0.827235828175032,0.836458627869316,0.557121711500128,7524631.64,6092166.27,769351.44,1857410.3,4728658.6,0,7479499.08,"F",6092166.27,2051376.79,687814.91,2165959.31,0,5745403.88,"F",0.45,0.0172352,"mod"
2024,"House","2024_OR_06","Andrea Salinas","Mike Erickson","cand196677","H2OR06066","C00793703","cand212728","H2OR06124","C00809178",0.534,0.557,-0.022380802927835,"Dem Incumbent",-3.62,3.569,-1.311,1.225,-1.038,0.828,-0.712,0.898,-0.642,NA,NA,0.845,NA,0.783,-1.116,0.771,NA,NA,NA,NA,NA,NA,-1.13,1.277,-1.459,1.584,NA,NA,"mod","mod","mod","nonmod","nonprog","nonprog",3,0,0.814056425849659,0.832873475668996,0.521191376574265,5395320,1190896.82,1456803.31,669655.6,3687290.61,0,5340130,"F",1190896.82,81299.95,8324.88,523600,201,1191768.76,"M",3.45,-0.00741346,"mod"
2024,"House","2024_PA_01","Ashley Ehasz","Brian Fitzpatrick","cand212735","H2PA01099","C00791335","cand137634","H6PA08277","C00607416",0.436,0.502,-0.065544591603431,"Rep Incumbent",-3.596,0.887,-1.146,0.819,-1.059,0.28,-0.834,0.419,NA,0.211,-1.062,0.26,-0.758,0.337,-1.083,0.321,NA,0.195,NA,NA,NA,0.069,-1.14,-0.248,-1.001,0.412,NA,0.143,"mod","mod","mod","mod","nonprog","nonprog",0,3,0.869032272862812,0.893145683360091,0.778933693838322,3961549.18,6439520.45,308436,532593.27,3060213.69,0,3962973.73,"F",6439520.45,2640117.62,69623.42,2224536.49,0,3476904.72,"M",4.4,-0.0405712,"mod"
2024,"House","2024_PA_02","Brendan Boyle","Haroon Bashir","cand102282","H4PA13199","C00543363","cand219567","H4PA02069","C00872143",0.715,0.677,0.0378379622323229,"Dem Incumbent",-3.298,2.919,-0.864,1.031,-0.52,1.12,-1.124,NA,-1.061,NA,-0.759,NA,-0.85,NA,-0.78,1.105,-1.33,NA,-0.797,NA,-1.385,NA,NA,NA,-0.713,-0.704,-1.114,NA,"mod","nonmod","mod","nonmod","nonprog","nonprog",7,0,0.714701781339081,0.748163392903663,0.553720413048713,2337216.44,23945.48,1112299.44,12559.19,622941.42,0,843874.24,"M",23945.48,7000,6031.73,9187.33,0,23697.85,"M",-1.95,0.01568815,"nonmod"
2024,"House","2024_PA_04","Madeleine Dean","David Winkler","cand144769","H8PA04116","C00670844","cand191226","H4PA04107","C00841064",0.591,0.576,0.014917319242424,"Dem Incumbent",-3.985,-0.871,-1.111,-1.223,-0.889,0.783,-1.115,NA,-1.224,NA,-0.9,NA,-1.087,-0.864,-0.954,0.418,-1.135,NA,NA,NA,-1.292,NA,-1.285,NA,-0.985,-1.194,-1.256,NA,"mod","nonmod","mod","nonmod","prog","nonprog",6,0,0.878999542106151,0.891994102618478,0.783412644459551,1752523.6,73455.1,917260,128894.07,677782.14,0,1488677.43,"F",73455.1,0,2647,18892,52100,11483,"M",-0.15,0.00123892,"nonmod"
2024,"House","2024_PA_05","Mary Gay Scanlon","Alfe Goodwin","cand144779","H8PA07200","C00669358","cand212753","H2PA05116","C00868992",0.653,0.646,0.00642031853535308,"Dem Incumbent",-3.803,4.378,-1.158,NA,-0.99,1.293,-1.13,NA,-1.212,NA,-0.859,NA,-0.924,NA,-1.012,1.423,-1.143,NA,NA,NA,-1.088,NA,NA,NA,NA,NA,-1.35,NA,"mod","nonmod","nonmod","nonmod","nonprog","nonprog",2,0,0.817304438712976,0.867640775869435,0.721921383770307,1532211.38,20691.95,696680.57,124637.11,703110.13,0,1517047.05,"F",20691.95,3842.5,5404.6,8799.85,0,15279.31,"U",-0.25,-0.01653665,"nonmod"
2024,"House","2024_PA_06","Chrissy Houlahan","Neil Young Jr.","cand140700","H8PA06087","C00637371","cand219572","H4PA06060","C00863605",0.562,0.556,0.00644252244444399,"Dem Incumbent",-2.976,2.266,-1.058,NA,-0.986,0.811,-0.737,NA,-0.754,NA,-0.981,NA,-0.62,NA,-0.986,0.398,-0.506,NA,NA,NA,-0.776,NA,-0.801,NA,-0.584,NA,-1.167,NA,"mod","nonmod","mod","nonmod","nonprog","nonprog",2,0,0.847117615393044,0.886097504680327,0.753469087855568,2502687.77,41394.32,917523.99,154028.73,1167337.56,0,2054769.4,"F",41394.32,2500,10022.36,28771.96,100,41254.74,"M",0.75,0.001532675,"nonmod"
2024,"House","2024_PA_07","Susan Wild","Ryan Mackenzie","cand142740","H8PA15229","C00658567","cand127210","H8PA15195","C00846501",0.495,0.485,0.010115736151515,"Dem Incumbent",-3.141,2.662,-1.135,NA,-1.032,0.991,-0.704,1.12,-0.764,0.674,-0.915,NA,-0.648,NA,-0.99,0.916,-0.542,NA,NA,0.823,-0.699,NA,-1.106,NA,NA,0.415,-1.102,NA,"nonmod","mod","mod","mod","prog","prog",2,6,0.798715676549815,0.863087916891143,0.683727952645683,8960927.65,1752963.65,1393265.46,1374447.26,5230449.16,40,8946230,"F",1752963.65,424249.05,231723.16,654921.98,0,1644723.74,"M",0.05,0.000968474,"mod"
2024,"House","2024_PA_08","Matt Cartwright","Rob Bresnahan","cand44515","H2PA17079","C00509968","cand219577","H4PA08124","C00852137",0.492,0.455,0.037336625454545,"Dem Incumbent",-2.989,2.965,-0.846,NA,-0.937,1.15,-0.822,1.278,-0.966,0.755,NA,NA,NA,NA,-0.935,0.966,-1.214,NA,NA,NA,-0.782,NA,-0.222,NA,-0.586,NA,-0.478,NA,"mod","mod","mod","mod","nonprog","nonprog",5,0,0.802748723400216,0.843964199733185,0.655000718775729,8650657.78,4540166.17,1882206.08,583466.18,5307916.53,0,8614503.43,"M",4540166.17,688817.85,698768.62,1084208.55,39875.63,4487013.8,"M",-1.45,0.00621767,"prog"
2024,"House","2024_PA_09","Amanda Waldman","Dan Meuser","cand197769","H2PA09126","C00864900","cand56320","H8PA10147","C00654723",0.295,0.31,-0.01509911,"Rep Incumbent",-3.43,2.92,-0.687,1.201,-1.114,0.618,-1.044,1.107,NA,1.072,-1.094,NA,-0.465,NA,-1.119,0.674,NA,1.307,NA,NA,NA,1.339,-1.033,-0.212,NA,NA,NA,1.748,"nonmod","mod","nonmod","mod","nonprog","nonprog",0,2,0.808332556911705,0.873240490098305,0.680519288928229,16955.9,1816497.44,2456.78,1643.61,12205.51,0,8823.91,"F",1816497.44,839150.95,9024.79,877268.22,0,1886701,"M",-0.1,0.01001025,"nonmod"
2024,"House","2024_PA_10","Janelle Stelson","Scott Perry","cand219581","H4PA10104","C00852368","cand44403","H2PA04135","C00510164",0.494,0.475,0.018931112252525,"Rep Incumbent",-3.165,4.371,NA,1.284,-1.043,1.04,-0.792,1.818,NA,1.532,NA,1.045,NA,1.628,-1.015,1.442,NA,1.271,NA,1.136,NA,1.01,NA,1.382,-0.824,0.003,NA,1.116,"nonmod","nonmod","mod","nonmod","prog","prog",0,8,0.803912246871111,0.872729671489511,0.669058546960707,6516973.46,4528660.87,612056.72,1379228.1,4008341,0,6506817.96,"F",4528660.87,548400,1202185.06,2399403.15,0,4619860.38,"M",-4.4,0.00264499,"mod"
2024,"House","2024_PA_11","Jim Atkinson","Lloyd Smucker","cand219587","H4PA11094","C00869164","cand102352","H6PA16320","C00599464",0.371,0.394,-0.022909944939394,"Rep Incumbent",-4.05,3.198,NA,1.313,-1.02,0.822,-0.924,1.131,NA,0.977,NA,0.864,NA,1.093,-1.057,0.894,NA,0.926,NA,0.683,NA,0.914,NA,0.435,-1.976,0.653,NA,0.779,"nonmod","mod","nonmod","nonmod","nonprog","nonprog",0,7,0.833151390463394,0.879647969834709,0.713569282696382,20553.49,1827917.74,188.18,7738.06,5700,0,19479.21,"M",1827917.74,1052021.8,29706.39,284808.3,0,1803649.46,"M",-0.55,0.01572225,"nonmod"
2024,"House","2024_PA_12","Summer Lee","James Hayes","cand197443","H2PA18200","C00791780","cand219588","H4PA12068","C00838185",0.564,0.596,-0.0318408919595961,"Dem Incumbent",-4.708,2.957,-1.67,NA,-1.158,0.842,-1.133,1.242,-1.137,NA,NA,NA,NA,NA,-1.177,1.034,NA,NA,-1.367,NA,NA,NA,-1.624,NA,-1.562,0.215,NA,NA,"nonmod","nonmod","nonmod","nonmod","prog","prog",2,0,0.805806041485179,0.863141544664397,0.665990340569608,2959031.02,136244.75,330384.99,587573.51,1910937.74,0,1971818.87,"F",136244.75,6550,27981.46,96713.29,0,135559.24,"M",3.9,-0.0320839,"prog"
2024,"House","2024_PA_13","Beth Farnham","John Joyce","cand219593","H4PA13298","C00860098","cand145256","H8PA13125","C00674259",0.258,0.273,-0.014722384727273,"Rep Incumbent",-3.304,3.649,NA,1.19,-1.181,0.643,-1.05,1.286,NA,1.279,NA,0.715,NA,1.357,-1.079,0.944,NA,1.279,NA,NA,NA,0.931,NA,0.671,-0.302,NA,NA,1.533,"nonmod","mod","nonmod","nonmod","nonprog","nonprog",0,2,0.820376241809343,0.879723126235166,0.694599303135888,65574.82,2258417.8,3958.48,27566.9,30617.66,485.81,64297.45,"F",2258417.8,1353624.45,4164.05,269736.12,0,1470449.02,"M",0.05,-0.00148105,"nonmod"
2024,"House","2024_PA_14","Christopher Dziados","Guy Reschenthaler","cand219598","H4PA14106","C00865600","cand142747","H8PA18199","C00657833",0.334,0.333,0.000934343666667004,"Rep Incumbent",-3.475,3.767,NA,1.195,-1.127,0.906,-0.973,1.074,NA,0.955,NA,0.745,NA,1.136,-1.047,0.827,NA,1.014,NA,0.567,NA,1.084,NA,1.184,-0.563,0.949,NA,1.837,"nonmod","mod","nonmod","nonmod","nonprog","nonprog",0,2,0.840753624541825,0.885759165905469,0.711814288627558,283275.01,4357253.46,10250,165817.02,93697.99,0,283275.01,"M",4357253.46,1439200,1380397.26,1228441.62,0,4312667.98,"M",-2,0.0181337,"nonmod"
2024,"House","2024_PA_15","Zacheray Womer","Glenn Thompson","cand219601","H4PA15145","C00868125","cand1073","H8PA05071","C00444620",0.285,0.31,-0.024656729,"Rep Incumbent",-3.193,2.211,NA,1.137,-1.122,0.771,-1.092,0.921,NA,0.689,NA,NA,NA,NA,-1.096,0.774,NA,0.635,NA,NA,NA,0.629,NA,0.073,-0.193,-0.49,NA,0.722,"nonmod","mod","nonmod","mod","nonprog","nonprog",0,7,0.827514239056837,0.878496035099707,0.711479861692218,262116.82,2857767.11,5000,193151.28,60865.54,0,265503.96,"U",2857767.11,1496560.96,70147.7,1195658.08,0,2419749.26,"M",0.7,-0.008580665,"nonmod"
2024,"House","2024_PA_16","Preston Nouri","Mike Kelly","cand219602","H4PA16093","C00836627","cand1156","H0PA03271","C00474189",0.363,0.384,-0.020366210838384,"Rep Incumbent",-3.873,2.873,NA,1.307,-1.103,0.761,-1.113,0.935,NA,0.791,NA,0.454,NA,0.789,-1.118,0.739,NA,0.703,NA,NA,NA,0.794,NA,0.993,-1.015,0.222,NA,1.379,"nonmod","mod","nonmod","nonmod","nonprog","nonprog",0,6,0.834060421302217,0.883170038428558,0.705316964480755,784759.4,1670916.24,29500,220795.49,435596.39,30587.52,771634.33,"M",1670916.24,1125950,23689.48,520398.84,0,1527434.38,"M",0.35,0.01030715,"nonmod"
2024,"House","2024_PA_17","Chris Deluzio","Rob Mercuri","cand157229","H2PA17103","C00787648","cand197732","H4PA17166","C00848150",0.539,0.525,0.0135039137474751,"Dem Incumbent",-2.84,2.18,-1.035,NA,-1.017,0.987,-0.681,0.839,-0.722,NA,NA,0.484,NA,0.61,-0.963,0.96,NA,NA,NA,0.623,NA,NA,-0.507,NA,-0.425,0.113,NA,NA,"nonmod","mod","mod","mod","prog","prog",0,1,0.862742079375982,0.890802864488824,0.757349004569394,5064885.7,1802095.1,1070492.26,463797.93,2902224.03,0,4733341.86,"M",1802095.1,486973,162028.35,712960.45,0,1773204.89,"M",-0.9,0.011024,"prog"
2024,"House","2024_RI_01","Gabe Amo","Allen Waters","cand219633","H4RI01265","C00838060","cand154587","H2RI01202","C00731950",0.663,0.612,0.051039156040816,"Rep Incumbent",-4.295,3.376,-1.376,0.784,-1.019,1.127,-1.303,1.313,-1.31,NA,NA,1.172,NA,NA,-1.023,1.19,NA,NA,NA,NA,NA,NA,NA,0.605,NA,0.386,NA,NA,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",0,0,0.680934594189365,0.715329433837325,0.597865873684085,2575711.85,64749,675562.51,139661.56,1756163.01,0,1641064.36,"M",64749,0,2703,60030,1062.45,59973.93,"M",-3.15,0.021505,"nonmod"
2024,"House","2024_RI_02","Seth Magaziner","Steve Corvi","cand198955","H2RI02184","C00802504","cand219644","H4RI02115","C00874024",0.584,0.531,0.053205577102041,"Dem Incumbent",-3.456,2.551,-1.27,NA,-0.867,0.825,-0.939,NA,-0.927,NA,NA,NA,NA,NA,-1.045,0.747,NA,NA,NA,NA,NA,NA,-0.608,NA,-1.05,0.322,NA,NA,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",4,0,0.714236839704407,0.75078908066329,0.655322437947831,2040391.32,5619.55,748354.21,52628.63,1117014.99,0,1204049.12,"M",5619.55,2000,443.07,3176.48,0,3226.73,"M",-2.9,-0.002609115,"nonmod"
2024,"House","2024_SC_01","Michael Moore","Nancy Mace","cand219647","H4SC01305","C00836478","cand150016","H0SC01394","C00710103",0.417,0.434,-0.017556280343434,"Rep Incumbent",-3.146,3.346,NA,1.166,-1.031,1.048,-0.644,1.118,NA,0.696,NA,NA,NA,NA,-0.796,1.221,NA,NA,NA,NA,NA,NA,NA,0.823,-1.323,0.462,NA,NA,"nonmod","mod","nonmod","mod","nonprog","nonprog",0,3,0.630321754200889,0.816355452102624,0.470978766317441,472600.36,3481911.88,1000,151319.88,201678.16,93402.32,472600.36,"M",3481911.88,593500,449704.03,731296.8,0,3028236.46,"F",-0.55,0.00249607,"nonmod"
2024,"House","2024_SC_02","David Robinson","Joe Wilson","cand219653","H4SC02089","C00872416","cand858","H2SC02059","C00368522",0.403,0.429,-0.025227554571429,"Rep Incumbent",-3.545,3.973,NA,1.366,-1.128,0.845,-1.03,1.448,NA,1.164,NA,0.9,NA,0.998,-1.126,0.963,NA,1.05,NA,1.074,NA,1.011,NA,1.188,NA,1.204,NA,1.095,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",0,14,0.598544393357638,0.804778021102927,0.45612142692041,13806.7,880967.81,0,7806.7,6000,0,11179.98,"M",880967.81,396750,56230.45,410584,0,1100949.7,"M",0.55,-0.001160145,"nonmod"
2024,"House","2024_SC_03","Byron Best","Sheri Biggs","cand219666","H4SC03244","C00875096","cand219648","H4SC01313","C00866426",0.261,0.283,-0.021856677828283,"Open Seat",-4.664,5.402,NA,NA,-1.138,0.937,-1.114,1.309,NA,2.203,NA,NA,NA,NA,-1.182,1.228,NA,NA,NA,NA,NA,NA,NA,NA,-1.996,1.285,NA,NA,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",0,0,0.543607578705065,0.80338838557771,0.425495989869143,46624.47,1076795.61,0,1300,42724.47,0,42855.23,"M",1076795.61,278300,8177.91,395317.69,0,972710.35,"F",2.35,-0.02333705,"nonmod"
2024,"House","2024_SC_04","Kathryn Harvey","William Timmons","cand219669","H4SC04101","C00873661","cand144201","H8SC04250","C00668491",0.384,0.378,0.00642954459183698,"Rep Incumbent",-2.173,4.946,NA,1.148,-0.84,0.827,-0.614,1.701,NA,1.332,NA,0.901,NA,1.381,-0.661,1.377,NA,1.371,NA,NA,NA,1.202,NA,2.154,NA,NA,NA,1.156,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",0,2,0.55350991563215,0.822124382078602,0.457723724085335,520486.15,2312884.39,5000,116042.71,392309.51,3545.64,513955.15,"F",2312884.39,997350,7813.97,336661.83,0,2304783.22,"M",-2.2,0.00168963,"nonmod"
2024,"House","2024_SC_05","Evangeline Hundley","Ralph Norman","cand212833","H2SC05102","C00813378","cand140714","H8SC05158","C00633610",0.364,0.384,-0.019922340838384,"Rep Incumbent",-3.223,5.148,-0.529,1.325,-1.091,1.048,-1.1,1.957,NA,1.937,NA,0.942,NA,1.733,-1.176,1.332,NA,1.467,NA,1.63,NA,1.165,NA,1.475,-0.53,NA,NA,1.367,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",0,7,0.60320097055667,0.812116962610624,0.478127472357833,29577.33,397514.59,0,9145.35,13046.98,0,29056.38,"F",397514.59,230700,29820.06,134357.52,0,334453.7,"M",0.2,-0.009667935,"nonmod"
